一	百
坐吃山空	聚沙成塔 节衣缩食 积少成多 集腋成裘
坐失良机	乘虚而入 待价而沽 伺机而动 见机而作 分秒必争 相机而动 捷足先登 不失时机 捷足先得 及锋而试 趁热打铁
坐失良机	趁热打铁
坐班房	出狱
坐班房	越狱
坐立不安	心安理得
坐而论道	事必躬亲 身体力行 身经百战
坐而论道	身经百战
坐观成败	亲与其事
坑坑洼洼	平坦如砥
块然一身	儿女成行
坚	脆
坚不可摧	一触即溃
坚不可摧	一触即溃 摧枯拉朽 不堪一击 分崩离析 毁于一旦 势如破竹 摇摇欲坠 大厦将倾
坚信	猜测 怀疑
坚信不疑	半信半疑
坚决	迟疑 游移 动摇 犹豫 踌躇 徘徊
坚刚不屈	卑躬曲己
坚如磐石	牢不可破
坚守不渝	百约百叛
坚强	软弱
坚强不屈	卑躬屈膝
坚忍不屈	卑躬曲己
坚忍不拔	全心全意
坚执不从	矮人观场
坚持	放弃 反悔 计较 让步
坚持不从	矮人观场
坚持不懈	半途而废
坚持不懈	半途而返 半涂而废 浅藏辄止 有始无终 一曝十寒 功亏一篑 一暴十寒 半途而废 浅尝辄止
坚持不渝	半途而罢
坚持到底	半途而废
坚毅	懦弱 软弱
坚甲利兵	赤手空拳
坚硬	柔软 柔韧 软弱 绵软 松软 酥软 柔弱 软和
坚贞不屈	卑躬屈膝
坚贞不屈	卖身投靠 卑躬屈膝 含垢忍辱 屈打成招 奴颜婢膝
坚韧	脆弱 松脆
坚韧不拔	动摇不定
坚韧不拔	摇摆不定 举棋不定
坤	乾
坦然	狼狈 惊惶 愕然 忐忑
坦然自若	心惊胆战
坦率	隐瞒 委婉 隐讳
坦白	隐瞒 狡饰 抗拒 隐讳 掩盖
坦腹东床	遇人不淑
坦荡	狭隘 狭窄 坎坷
坦荡如砥	悬崖峭壁
坦诚相待	假仁假义
坦诚相见	假人假义
坦露	包藏 掩盖
垂世不朽	骂名千载
垂头丧气	得意忘形
垂头拓翼	斗志昂扬
垂头拱手	趾高气昂
垂头搭脑	斗志昂扬
垂头耷脑	斗志昂扬
垂帘听政	包而不办
垂手而得	大海捞针
垂暮之年	豆蔻年华
垂朱拖紫	抱关击柝
垂死挣扎	死里逃生
垂涎三尺	敝屣视之
垂直	弯曲 倾斜 水平 有水平
垂直线	平行线
埋头苦干	出头露面
埋头苦干	纸上谈兵 不务正业 斗鸡走狗 游手好闲
埋怨	感激 谅解 原谅
埋没	发现 发掘 挖掘 暴露
埋藏	开采 发掘 挖掘 开掘
城	乡
城下之盟	自食其力
城市	乡下 乡村 农村 郊区
城府深密	沥胆披肝
城狐社鼠	光明正大
培植	摧残 拔除
基础	尖端 顶端
基础教育	高等教育
基础科学	应用科学
基础课	专业课
堂堂一表	豹头环眼
堂堂正正	鬼鬼祟祟
堂堂皇皇	明目张胆
堂皇正大	明来暗去
堂而皇之	明目张胆
堆金叠玉	别无长物
堆金积玉	阮囊羞涩
堕落	进步 上进 进取 奋发图强
堙	通
堵	导
堵塞	疏导 修浚 畅通 疏通 运动 通畅
塌	撑
塞	拔
塞上绿洲	不毛之地
塞责	认真 尽责
境内糜沸	百兽率舞
墙上芦苇	根深叶茂
墙倒众人推	拔刀相助
墙面而立	八斗才高
增	减
增	减 删 损
增加	裁减 增补 减少 削减 节减 缩减 减削 省减 下降
增强	减弱 削弱
增添	减少
增添	裁减 减少 削减 删减 缩减 增补
增补	裁减 扩充 增加 删节 增添 扩展 删除
增长	缩短 下降 降低 减少
墨	朱
墨守成法	别辟蹊径
墨守成规	别开蹊径 灵机一动 不法常可 离经叛道 波谲云诡 除旧布新 孟母三迁 标奇立异 匠心独运 破旧立新 不落俗套 别创新格 通权达变 移风易俗 随机应变 任其自然 推陈出新 不破不立 自我作古 朝三暮四 审时度势 穷则思变 标新立异 别辟蹊径
墨守成规	除旧布新
墨守陈规	标新立异
墨客骚人	市侩乡愚
墨突不黔	饱食终日
墨迹未干	不轻然诺
壁垒分明	不分畛域
壁垒森严	不堪一击
壁立千仞	�迤平原
壅	通
壤	天
士饱马腾	老弱残兵
壮大	减弱 弱小 削弱 衰弱
壮实	孱弱 瘦弱
壮志凌云	人穷志短
壮观	渺小 微小 弱小
声	韵
声价十倍	一落千丈
声势浩大	无声无息 偃旗息鼓
声名卓着	声誉卓着
声名扫地	驰名天下
声名狼藉	地望高华
声名籍甚	播臭千里
声吞气忍	据理力争
声嘶力竭	默默无言
声彻云霄	阗寂无声
声情并茂	平铺直叙
声气相投	方底圆盖
声气相通	不相闻问
声泪俱下	心花怒放
声色不动	暴跳如雷
声色俱厉	不动声色
声色犬马	流芳百世
声色狗马	流芳百世
声誉卓着	声名卓着
声誉卓著	播臭千里
声誉大增	名满天下
声销迹灭	出头露面
声震天下	播臭千里
声震寰宇	播臭千里
处之坦然	杯弓蛇影
处之晏然	杯弓蛇影
处之泰然	惊慌失措
处之袒	心安理得
处分	奖励 褒奖 奖赏 处治
处变不惊	怦怦直跳 心惊肉跳
处处圆通	水乳交融
处处碰壁	八面玲珑
处安思危	安寝而卧
处理品	上等货
处罚	奖励 处治 奖赏
处置失当	措置得宜
备尝忧患	苟且偷安
备尝艰辛	苟且偷安
备尝艰难	苟且偷安
复	单
复	单 往
复兴	衰落 衰败
复员	参军 入伍
复工	停工 罢工
复旧	创新 改革 革新
复本	正本 原本
复杂	单调 简便 单纯 单一 纯粹 容易 简单
复杂	简单
复职	罢职 离职 撤职 解职 罢官 停职 免职
复课	停课 罢课
复赛	初赛 预赛
复蹈其辙	覆车之鉴
复蹈前辙	覆车之鉴
夏	冬
夕	旦 朝
夕	朝
夕照	晨光 朝晖
夕阳	朝晖 朝日 晨光 旭日 朝阳
夕阳杳杳	初日��
夕阳西下	旭日东升
外	中 内 里
外	内
外乡	本土 家乡
外乡人	本地人
外交	内政 内务
外人	同伴 亲属 自己 亲信
外出	回家 在家 居家
外善内刁	表里如一
外国	本国 祖国
外圆内方	外强中干
外地	边境 内地 本地
外地人	本地人
外患	内乱 内患
外方内圆	外圆内方
外柔内刚	内柔外刚
外流河	内流河
外行	在行 行家 懂行 内行
外行星	内行星
外表	内观 内含 内心 内在 内涵
外语	国语 母语 语言 方言
夙夜不懈	饱食终日
夙夜在公	饱食终日
夙愿得偿	大失所望
多	寡 寡字 少
多	少
多余	不足 超过 有余 缺少 进取 满足 进步 已足 短少 充分 前进 先进
多元论	一元论
多凶少吉	化险为夷
多力丰筋	春蚓秋蛇
多口相声	单口相声
多口词	对口词
多多益善	适可而止
多如牛毛	凤毛麟角
多如牛毛	寥寥无几 硕果仅存 九牛一毫 不可多得 空谷足音 聊胜于无 独一无二 凤毛麟角 绝无仅有 百里挑一 寥若晨星 屈指可数
多幕剧	独幕剧
多年生	一年生
多快好省	少慢差费
多情	薄幸 无情 薄情 寡情
多愁善感	惶惶不安 豁达开朗 铁石心肠 提心吊胆 冷酷无情 愁眉苦脸 无情无义
多才多艺	不学无术
多数	小数 个别 少数
多方面	单方面
多灾多难	吉祥如意
多而杂	少而精
多艺多才	百无一能
多见少怪	少见多怪
多言繁称	笔力精悍
多谋善断	暗弱无断
多闻博识	鄙陋无知
多面手	单面手
夜	日 昼
夜	昼
夜不闭户	浑水摸鱼
夜以继日	无所事事 饱食终日 蹉跎岁月 游手偷闲 游手好闲
夜幕降临	暮史朝经
夜班	日班 白班
夜郎自大	妄自菲薄
夜阑人静	鸡犬不宁 人声鼎沸
够	亏
大	小
大个儿	矮矬子
大个子	矮矬子
大义凛然	卑躬屈膝
大义灭亲	认贼作父
大书再书	不赞一辞
大书特书	不在话下
大书特书	轻描淡写 无足挂齿 片言只字 何足挂齿 不在话下
大事化小	大做文章
大事招摇	四处招摇
大事铺张	不事张扬
大人物	小人物
大伙	自己 个人
大体	详细 具体
大做文章	大事化小
大公无我	饱其私囊
大公无私	假公济私
大公无私	吃里爬外 有我无人 寡廉鲜耻 见利忘义 损人利己 本位主义 损公肥私 自私自利 急公好义 徇情枉法 贪官污吏 患得患失 背公营私 徇私舞弊 唯利是图 利欲熏心 假公济私
大兵压境	百兽率舞
大刀阔斧	小手小脚
大刀阔斧	束手无策 谨小慎微 小手小脚 缩手缩脚 慢条斯礼 细针密缕 不敢越雷池一步
大前儿	大后儿
大前天	大后儿
大前年	大后年
大功可成	八字没一撤
大功告成	前功尽弃
大功毕成	八字没一撤
大动干戈	偃旗息鼓
大千世界	阴曹地府 蝇头小利
大厦将倾	国运昌盛 转败为胜 坚不可摧 稳如泰山
大厦将倾	安如盘石
大发慈悲	无恶不作
大发雷霆	平心静气
大可不必	必不可少
大吃一惊	心平气和 和颜悦色
大吃大喝	不茶不饭 杯水粒粟 箪食瓢饮
大吃大喝	节衣缩食
大同小异	绝不相同
大名	乳名 小名
大名鼎鼎	无名鼠辈 不见经传 没世无闻 藉藉无名 无声无息 默默无闻 无名小卒 没没无闻 臭名昭著
大名鼎鼎	没没无闻
大后儿	大前儿
大后天	大前儿
大后年	大前年
大后方	敌前
大吵大嚷	喃喃细语
大吹大擂	不事张扬
大吹大擂	恰到好处
大吹法螺	实事求是
大呼小叫	喃喃细语
大呼小叫	销声匿迹 无声无息 消声匿迹
大喊大叫	不声不响
大喜过望	大失人望 大失所望 大难临头 不堪回首
大喜过望	大失所望
大器小用	小材大用
大器晚成	不堪造就
大器晚成	冥顽不灵 初露锋芒 不堪造就
大地回春	冰天雪地
大块文章	言简意赅
大声喧哗	交头接耳
大声疾呼	喁喁细语
大声疾呼	默不作声 敛声屏气 喁喁细语
大处着眼	斤斤计较
大处着眼，小处着墨	捡了芝麻，丢了西瓜
大处着眼，小处着手	捡了芝麻，丢了西瓜
大处落墨	小处着手
大多数	极少数
大大咧咧	认认真真
大大方方	蹑手蹑脚
大大落落	忸忸怩怩
大天白日	半夜三更
大失人望	大喜过望
大失所望	大喜过望
大失所望	正中下怀 大喜过望 如愿以偿 称心遂意 喜出望外 心满意足 差强人意 皆大欢喜 称心如意 尽如人意
大好河山	残山剩水 神州陆沉
大姑娘	小伙子
大家	各人 自己 个人
大家庭	小家庭
大家闺秀	小家碧玉
大家风范	小家子气
大局已定	大局未定
大局未定	大局已定
大展宏图	一筹莫展
大展经纶	半筹不纳
大巧若拙	愚不可及
大度包容	睚眦必报
大度豁达	偏狭小器
大开眼界	鼠目寸光
大张挞伐	和平共处
大张旗鼓	偃旗息鼓
大张旗鼓	销声匿迹 秘而不宣 不露声色 消声匿迹 偃旗息鼓
大彻大悟	鬼迷心窍
大德不报	报本反始
大德不酬	报本反始
大恩大德	一饭之恩 新仇旧恨 小恩小惠 血海深仇
大恩大德	新仇旧恨
大惊失色	安之若素
大惊失色	若无其事 满不在乎 从容不迫 泰然自若 面不改色 不动声色 面不改容
大惊小怪	不足为奇
大惊小怪	不足为奇 司空见惯 见怪不怪 行若无事
大惑不解	恍然大悟
大意	仔细
大意	经心 当心 谨慎 细心 仔细 小心 留心 精心 注意
大慈大悲	穷凶极恶
大户人家	布衣素族
大手大脚	精打细算
大才榱�	鄙陋无知
大才盘盘	博学多才
大才��	鄙陋无知
大打出手	握手言欢 风平浪静 握手言和 鸣金收兵 偃旗息鼓
大批	少量 小数 少数 小批 小量
大抵	详细 具体
大摇大摆	如履薄冰 蹑手蹑脚 抱头鼠窜 缩手缩脚
大摇大摆	蹑手蹑脚
大放厥词	缄口结舌
大敌当前	高枕无忧
大方之家	头筲之人
大旱望云霓	久旱逢甘雨
大是大非	模棱两可 细枝末节 鸡毛蒜皮 良莠不分
大显神通	牛刀小试
大显身手	小试锋芒 束手无策 一筹莫展 无能为力 智尽力索 铅刀一割 牛刀小试 碌碌无为
大显身手	牛刀小试
大智大勇	有勇无谋
大智若愚	气焰熏天
大有人在	不可多得
大有作为	庸庸碌碌 碌碌无为 一事无成 无所作为
大有作为	无所作为
大有可为	无所作为
大有可疑	毫无疑义
大有年	常年
大有年	旱年
大有径庭	半斤八两
大有裨益	无济于事
大有靠山	无依无靠
大杀风景	拥上添花
大杂烩	清一色
大权在握	大权独揽
大权旁落	大权独揽
大权独揽	大权旁落
大材小用	小材大用
大梦初醒	魂牵梦萦
大模大样	自惭形秽 低声下气 蹑手蹑脚 小手小脚
大模大样	蹑手蹑脚
大步流星	举步维艰 慢条斯礼 步履维艰 步履蹒跚 姗姗来迟 慢条斯理 鹅行鸭步 迈四方步 蜗行牛步 老牛破车 不敢越雷池一步
大步流星	步履维艰
大气磅礴	气息奄奄
大气磅礴	气息奄奄 势单力薄
大法小廉	贪墨不法
大海一针	瓮中之鳖
大海捞针	手到擒来
大灾三年	风调雨顺
大略	精确 准确 详细
大相径庭	并行不悖
大相迳庭	并行不悖
大睨高谈	闭口不谈
大祸临头	喜从天降
大笑不止	付之一笑
大约	肯定 精确 准确 详细
大纲	总纲 细目 总则 细则
大老婆	小老婆
大而无当	娇小玲珑
大胆	怯懦 胆小 胆怯
大胆	懦弱
大腹便便	肠肥脑满
大致	确定 准确 一定
大莫与京	微不足道
大获全胜	大败亏输
大见成效	白费力气
大话	实话 真话
大谬不然	
大谬不然	天经地义大气
大谬不然	小气
大败亏输	大获全胜
大路	小路 小径
大路坦荡	山道陂陀
大运亨通	大祸临头
大逆无道	赤胆忠肝
大道	小道 歧途 小路 小径
大道坦平	山道陂陀
大醇小疵	尽善尽美
大量	少许 虾罂 小量 少量 小器 小气 量浅 小批 小数
大院深宅	白屋寒门
大难临头	大喜过望
大雨倾盆	细雨蒙蒙
大雨河倾	细雨蒙蒙
大雨瓢泼	细雨蒙蒙
大题小作	小题大作
大题小做	小题大做
大风呼啸	春风骀荡
大风大浪	波涛汹涌
大饱私囊	涓滴归公
天	地
天上	地下 地表
天上地下	半斤八两
天上无双	不一而足
天下一统	八百诸侯
天下为公	天下为家
天下为家	天下为公
天下匈匈	百兽率舞
天下多故	四海承平
天下大乱	天下太平
天下太平	兵连祸结
天下无双	独一无二
天下汹汹	太平盛世
天下滔滔	百兽率舞
天下纷纷	百兽率舞
天下鼎沸	百兽率舞
天下��	百兽率舞
天不作美	三生有幸
天不假年	长命百岁
天不怕，地不怕	不敢越雷池一步
天从人愿	大失所望
天伦之乐	孤苦伶仃
天伦之乐	孤苦零丁 看破红尘
天作之合	乱点鸳鸯
天使	恶魔 魔鬼
天保九如	命将就木
天公地道	徇私舞弊
天公地道	徇私舞弊 贪赃枉法 厚此薄彼
天兵天将	残兵败将
天南地北	望衡对宇 要言不烦 近在咫尺
天各一方	荟萃一堂
天地之别	毫无二致
天壤之判	半斤八两
天壤之别	并无二致 工力悉敌 大同小异 半斤八两 相差无几 势钧力敌 不相上下 伯仲之间 毫无二致 一概而论
天壤之别	毫无二致
天壤之隔	半斤八两
天壤悬隔	相差无几
天寒地冻	春光明媚
天寒地坼	草长莺飞
天寒岁暮	冰消雪化
天崩地裂	万籁俱寂
天差地别	天悬地隔
天差地远	不相上下
天年不遂	长命百岁
天府之国	不毛之地
天府之土	不毛之地
天怒人怨	歌功颂德
天怒人怨	歌功颂德 拍手称快
天悬地隔	大同小异
天意难违	成事在天
天才	笨蛋 庸人 蠢才 蠢材 白痴 饭桶 庸才
天才者	高材生
天摇地动	风平浪静
天旋地转	安安静静
天无宁日	百兽率舞
天昏地暗	凄风苦雨
天昏地暗	天朗气清 日丽风和 月白风清 风和日丽 雨过天晴
天晴日朗	暗无天日
天朗气清	暴风疾雨
天气晴和	暗无天日
天涯地角	关山迢递
天涯比邻	咫尺天涯
天涯海角	一箭之地 左邻右舍 一衣带水 咫尺之间 近在咫尺 遥遥在望
天涯海角	咫尺之间
天清日晏	暗无天日
天渊之别	大同小异
天渊之隔	半斤八两
天渊悬隔	半斤八两
天灾	人患 人祸
天灾人祸	喜从天降
天灾人祸	欣喜若狂 欢天喜地 喜从天降 吉星高照
天然	人为 人工 突兀 人造
天然林	人造林
天生我材必有用	百无一用
天真	老练 世故 虚伪
天真活泼	泥塑木雕
天真烂漫	活泼天真
天空	地面 大地
天空低沉	满天星斗
天空地阔	天窄地狭
天空海阔	鞭辟近里
天窄地狭	天空地阔
天籁	地籁 人籁
天纵之才	不舞之鹤
天经地义	大谬不然 荒谬绝伦 似是而非 天诛地灭 咄咄怪事 不足为法 天理难容 岂有此理 不足为训 不作为训
天经地义大气	大谬不然
天经地义大气	小气
天网恢恢	法网难逃
天网恢恢，疏而不漏	逍遥法外
天罗地网	逃之夭夭 逍遥法外
天莹净镜	淡天刷墨
天衣无缝	破绽百出
天违人愿	天从人愿
天造地设	牵强附会 巧夺天工 矫揉造作
天遂人愿	大失所望
天道恢恢	网开三面
天遥地远	衡宇相望
天长日久	稍纵即逝
天阴地暗	碧空如洗
天随人愿	大失所望
天香国色	豹头环眼
天高地远	衡宇相望
天�之判	半斤八两
太仓一粟	车载斗量
太仓�米	九鼎大吕
太岁头上动土	不敢越雷池一步
太平	动乱 乱世 政荡
太平无事	大祸临头
太平盖世	天下太平
太平盛世	兵连祸结
夫	妇 妻
夫唱妇随	鸾凤和鸣
夫妇反目	白发相守
夫妻反目	百年之好
夫贵妻荣	鸾飘凤泊
夭	寿
央	边
失	得
失业	就业 工作
失信	取信
失信	取信 守约 诚信 守信
失信	守信
失利	得利 取胜 顺利 得胜
失却	获得 丧失
失去	取得 获得 把握 得到 丧失
失守	固守 克复 收复 光复
失实	真实 属实
失宠	宠幸 得宠
